time	V(vrec)
3.894306820678617e-006	2.217037e-004
3.926907389914378e-006	2.214938e-004
3.959507959150140e-006	2.212353e-004
3.992108528385901e-006	2.209283e-004
4.024709097621661e-006	2.205726e-004
4.057309666857422e-006	2.201684e-004
4.089910236093184e-006	2.197157e-004
4.122510805328944e-006	2.192143e-004
4.169612846145271e-006	2.184370e-004
4.216714886961597e-006	2.174552e-004
4.263816927777923e-006	2.162691e-004
4.310918968594249e-006	2.148786e-004
4.358021009410575e-006	2.132836e-004
4.405123050226901e-006	2.114843e-004
4.452225091043228e-006	2.094806e-004
4.529082233900370e-006	2.060186e-004
4.605939376757512e-006	2.010105e-004
4.682796519614655e-006	1.944563e-004
4.759653662471797e-006	1.863560e-004
4.836510805328939e-006	1.767095e-004
4.913367948186081e-006	1.655168e-004
4.990225091043223e-006	1.527780e-004
5.022959784920774e-006	1.463799e-004
5.055694478798325e-006	1.393866e-004
5.088429172675875e-006	1.317980e-004
5.121163866553426e-006	1.236142e-004
5.153898560430977e-006	1.148351e-004
5.186633254308528e-006	1.054609e-004
5.219367948186079e-006	9.549133e-005
5.250680382376161e-006	8.528793e-005
5.281992816566244e-006	7.426733e-005
5.313305250756327e-006	6.242952e-005
5.344617684946409e-006	4.977451e-005
5.375930119136492e-006	3.630230e-005
5.407242553326575e-006	2.201288e-005
5.438554987516657e-006	6.906258e-006
5.513908109452512e-006	-3.385262e-005
5.516158338119479e-006	-3.516510e-005
5.518408566786448e-006	-3.648342e-005
5.520658795453415e-006	-3.780759e-005
5.522909024120384e-006	-3.913761e-005
5.525159252787351e-006	-4.047347e-005
5.527409481454320e-006	-4.181518e-005
5.529659710121287e-006	-4.316274e-005
5.530987107119518e-006	-4.395999e-005
5.536719812742915e-006	-4.742833e-005
5.544347970955575e-006	-5.210375e-005
5.554145257771315e-006	-5.821072e-005
5.564145257771315e-006	-6.456436e-005
5.574145257771315e-006	-7.104099e-005
5.580680197594629e-006	-7.534090e-005
5.581435369067949e-006	-7.584125e-005
5.581818948229002e-006	-7.609564e-005
5.582202527390053e-006	-7.635025e-005
5.582586106551105e-006	-7.660506e-005
5.582969685712156e-006	-7.686009e-005
5.583353264873208e-006	-7.711532e-005
5.583736844034260e-006	-7.737077e-005
5.584120423195312e-006	-7.762642e-005
5.585619578416425e-006	-7.862661e-005
5.585833076836362e-006	-7.876934e-005
